,Year,Month,DayofMonth,DayOfWeek,FlightDate,Marketing_Airline_Network,DOT_ID_Marketing_Airline,Operating_Airline ,DOT_ID_Operating_Airline,Flight_Number_Operating_Airline,OriginAirportID,OriginAirportSeqID,OriginCityMarketID,Origin,OriginCityName,DestAirportID,DestAirportSeqID,DestCityMarketID,Dest,DestCityName,CRSDepTime,DepTime,DepDelay,DepDelayMinutes,DepDel15,DepartureDelayGroups,DepTimeBlk,TaxiOut,WheelsOff,WheelsOn,TaxiIn,CRSArrTime,ArrTime,ArrDelay,ArrDelayMinutes,ArrDel15,ArrivalDelayGroups,ArrTimeBlk,Cancelled,CancellationCode,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay
150642,2025,1,4,6,2025-01-04,AA,19805,OH,20397,5059,11057,1105703,31057,CLT,"Charlotte, NC",10397,1039707,30397,ATL,"Atlanta, GA",1823,1817.0,-6.0,0.0,0.0,-1.0,1800-1859,30.0,1847.0,1932.0,8.0,1950,1940.0,-10.0,0.0,0.0,-1.0,1900-1959,0.0,,0.0,,,,,
150643,2025,1,5,7,2025-01-05,AA,19805,OH,20397,5059,11057,1105703,31057,CLT,"Charlotte, NC",10397,1039707,30397,ATL,"Atlanta, GA",1823,1822.0,-1.0,0.0,0.0,-1.0,1800-1859,46.0,1908.0,2006.0,7.0,1950,2013.0,23.0,23.0,1.0,1.0,1900-1959,0.0,,0.0,0.0,0.0,23.0,0.0,0.0
150644,2025,1,6,1,2025-01-06,AA,19805,OH,20397,5059,11057,1105703,31057,CLT,"Charlotte, NC",10397,1039707,30397,ATL,"Atlanta, GA",1823,1914.0,51.0,51.0,1.0,3.0,1800-1859,30.0,1944.0,2028.0,5.0,1950,2033.0,43.0,43.0,1.0,2.0,1900-1959,0.0,,0.0,20.0,0.0,0.0,0.0,23.0
152649,2025,1,7,2,2025-01-07,AA,19805,OH,20397,5121,11057,1105703,31057,CLT,"Charlotte, NC",10397,1039707,30397,ATL,"Atlanta, GA",1617,1613.0,-4.0,0.0,0.0,-1.0,1600-1659,16.0,1629.0,1710.0,6.0,1742,1716.0,-26.0,0.0,0.0,-2.0,1700-1759,0.0,,0.0,,,,,
152650,2025,1,8,3,2025-01-08,AA,19805,OH,20397,5121,11057,1105703,31057,CLT,"Charlotte, NC",10397,1039707,30397,ATL,"Atlanta, GA",1617,1611.0,-6.0,0.0,0.0,-1.0,1600-1659,22.0,1633.0,1722.0,5.0,1742,1727.0,-15.0,0.0,0.0,-1.0,1700-1759,0.0,,0.0,,,,,
152651,2025,1,9,4,2025-01-09,AA,19805,OH,20397,5121,11057,1105703,31057,CLT,"Charlotte, NC",10397,1039707,30397,ATL,"Atlanta, GA",1617,1628.0,11.0,11.0,0.0,0.0,1600-1659,22.0,1650.0,1736.0,5.0,1742,1741.0,-1.0,0.0,0.0,-1.0,1700-1759,0.0,,0.0,,,,,
152652,2025,1,10,5,2025-01-10,AA,19805,OH,20397,5121,11057,1105703,31057,CLT,"Charlotte, NC",10397,1039707,30397,ATL,"Atlanta, GA",1617,,,,,,1600-1659,,,,,1742,,,,,,1700-1759,1.0,B,0.0,,,,,
152653,2025,1,11,6,2025-01-11,AA,19805,OH,20397,5121,11057,1105703,31057,CLT,"Charlotte, NC",10397,1039707,30397,ATL,"Atlanta, GA",1617,1643.0,26.0,26.0,1.0,1.0,1600-1659,20.0,1703.0,1746.0,4.0,1742,1750.0,8.0,8.0,0.0,0.0,1700-1759,0.0,,0.0,,,,,
152654,2025,1,12,7,2025-01-12,AA,19805,OH,20397,5121,11057,1105703,31057,CLT,"Charlotte, NC",10397,1039707,30397,ATL,"Atlanta, GA",1617,1952.0,215.0,215.0,1.0,12.0,1600-1659,18.0,2010.0,2055.0,8.0,1742,2103.0,201.0,201.0,1.0,12.0,1700-1759,0.0,,0.0,37.0,0.0,0.0,0.0,164.0
152655,2025,1,13,1,2025-01-13,AA,19805,OH,20397,5121,11057,1105703,31057,CLT,"Charlotte, NC",10397,1039707,30397,ATL,"Atlanta, GA",1617,1613.0,-4.0,0.0,0.0,-1.0,1600-1659,21.0,1634.0,1720.0,5.0,1742,1725.0,-17.0,0.0,0.0,-2.0,1700-1759,0.0,,0.0,,,,,
152656,2025,1,14,2,2025-01-14,AA,19805,OH,20397,5121,11057,1105703,31057,CLT,"Charlotte, NC",10397,1039707,30397,ATL,"Atlanta, GA",1617,1612.0,-5.0,0.0,0.0,-1.0,1600-1659,14.0,1626.0,1713.0,5.0,1742,1718.0,-24.0,0.0,0.0,-2.0,1700-1759,0.0,,0.0,,,,,
152657,2025,1,15,3,2025-01-15,AA,19805,OH,20397,5121,11057,1105703,31057,CLT,"Charlotte, NC",10397,1039707,30397,ATL,"Atlanta, GA",1617,1616.0,-1.0,0.0,0.0,-1.0,1600-1659,26.0,1642.0,1730.0,6.0,1742,1736.0,-6.0,0.0,0.0,-1.0,1700-1759,0.0,,0.0,,,,,
152658,2025,1,16,4,2025-01-16,AA,19805,OH,20397,5121,11057,1105703,31057,CLT,"Charlotte, NC",10397,1039707,30397,ATL,"Atlanta, GA",1617,1611.0,-6.0,0.0,0.0,-1.0,1600-1659,16.0,1627.0,1711.0,15.0,1742,1726.0,-16.0,0.0,0.0,-2.0,1700-1759,0.0,,0.0,,,,,
152659,2025,1,17,5,2025-01-17,AA,19805,OH,20397,5121,11057,1105703,31057,CLT,"Charlotte, NC",10397,1039707,30397,ATL,"Atlanta, GA",1617,1615.0,-2.0,0.0,0.0,-1.0,1600-1659,27.0,1642.0,1727.0,6.0,1742,1733.0,-9.0,0.0,0.0,-1.0,1700-1759,0.0,,0.0,,,,,
152660,2025,1,18,6,2025-01-18,AA,19805,OH,20397,5121,11057,1105703,31057,CLT,"Charlotte, NC",10397,1039707,30397,ATL,"Atlanta, GA",1617,1611.0,-6.0,0.0,0.0,-1.0,1600-1659,26.0,1637.0,1723.0,10.0,1742,1733.0,-9.0,0.0,0.0,-1.0,1700-1759,0.0,,0.0,,,,,
152661,2025,1,19,7,2025-01-19,AA,19805,OH,20397,5121,11057,1105703,31057,CLT,"Charlotte, NC",10397,1039707,30397,ATL,"Atlanta, GA",1617,1628.0,11.0,11.0,0.0,0.0,1600-1659,45.0,1713.0,1803.0,6.0,1742,1809.0,27.0,27.0,1.0,1.0,1700-1759,0.0,,0.0,0.0,0.0,16.0,0.0,11.0
152662,2025,1,20,1,2025-01-20,AA,19805,OH,20397,5121,11057,1105703,31057,CLT,"Charlotte, NC",10397,1039707,30397,ATL,"Atlanta, GA",1617,1615.0,-2.0,0.0,0.0,-1.0,1600-1659,19.0,1634.0,1720.0,6.0,1742,1726.0,-16.0,0.0,0.0,-2.0,1700-1759,0.0,,0.0,,,,,
152663,2025,1,21,2,2025-01-21,AA,19805,OH,20397,5121,11057,1105703,31057,CLT,"Charlotte, NC",10397,1039707,30397,ATL,"Atlanta, GA",1617,1612.0,-5.0,0.0,0.0,-1.0,1600-1659,36.0,1648.0,1742.0,6.0,1742,1748.0,6.0,6.0,0.0,0.0,1700-1759,0.0,,0.0,,,,,
152664,2025,1,22,3,2025-01-22,AA,19805,OH,20397,5121,11057,1105703,31057,CLT,"Charlotte, NC",10397,1039707,30397,ATL,"Atlanta, GA",1617,1630.0,13.0,13.0,0.0,0.0,1600-1659,20.0,1650.0,1738.0,8.0,1742,1746.0,4.0,4.0,0.0,0.0,1700-1759,0.0,,0.0,,,,,
152665,2025,1,23,4,2025-01-23,AA,19805,OH,20397,5121,11057,1105703,31057,CLT,"Charlotte, NC",10397,1039707,30397,ATL,"Atlanta, GA",1617,1613.0,-4.0,0.0,0.0,-1.0,1600-1659,43.0,1656.0,1744.0,6.0,1742,1750.0,8.0,8.0,0.0,0.0,1700-1759,0.0,,0.0,,,,,
152666,2025,1,24,5,2025-01-24,AA,19805,OH,20397,5121,11057,1105703,31057,CLT,"Charlotte, NC",10397,1039707,30397,ATL,"Atlanta, GA",1617,1619.0,2.0,2.0,0.0,0.0,1600-1659,17.0,1636.0,1722.0,6.0,1742,1728.0,-14.0,0.0,0.0,-1.0,1700-1759,0.0,,0.0,,,,,
152667,2025,1,25,6,2025-01-25,AA,19805,OH,20397,5121,11057,1105703,31057,CLT,"Charlotte, NC",10397,1039707,30397,ATL,"Atlanta, GA",1617,1617.0,0.0,0.0,0.0,0.0,1600-1659,36.0,1653.0,1738.0,5.0,1742,1743.0,1.0,1.0,0.0,0.0,1700-1759,0.0,,0.0,,,,,
152668,2025,1,26,7,2025-01-26,AA,19805,OH,20397,5121,11057,1105703,31057,CLT,"Charlotte, NC",10397,1039707,30397,ATL,"Atlanta, GA",1617,1623.0,6.0,6.0,0.0,0.0,1600-1659,22.0,1645.0,1732.0,15.0,1742,1747.0,5.0,5.0,0.0,0.0,1700-1759,0.0,,0.0,,,,,
152669,2025,1,27,1,2025-01-27,AA,19805,OH,20397,5121,11057,1105703,31057,CLT,"Charlotte, NC",10397,1039707,30397,ATL,"Atlanta, GA",1617,1612.0,-5.0,0.0,0.0,-1.0,1600-1659,47.0,1659.0,1748.0,13.0,1742,1801.0,19.0,19.0,1.0,1.0,1700-1759,0.0,,0.0,0.0,0.0,19.0,0.0,0.0
152670,2025,1,28,2,2025-01-28,AA,19805,OH,20397,5121,11057,1105703,31057,CLT,"Charlotte, NC",10397,1039707,30397,ATL,"Atlanta, GA",1617,1613.0,-4.0,0.0,0.0,-1.0,1600-1659,20.0,1633.0,1719.0,9.0,1742,1728.0,-14.0,0.0,0.0,-1.0,1700-1759,0.0,,0.0,,,,,
152671,2025,1,29,3,2025-01-29,AA,19805,OH,20397,5121,11057,1105703,31057,CLT,"Charlotte, NC",10397,1039707,30397,ATL,"Atlanta, GA",1617,1613.0,-4.0,0.0,0.0,-1.0,1600-1659,26.0,1639.0,1725.0,6.0,1742,1731.0,-11.0,0.0,0.0,-1.0,1700-1759,0.0,,0.0,,,,,
152672,2025,1,30,4,2025-01-30,AA,19805,OH,20397,5121,11057,1105703,31057,CLT,"Charlotte, NC",10397,1039707,30397,ATL,"Atlanta, GA",1617,1615.0,-2.0,0.0,0.0,-1.0,1600-1659,23.0,1638.0,1724.0,11.0,1742,1735.0,-7.0,0.0,0.0,-1.0,1700-1759,0.0,,0.0,,,,,
152673,2025,1,31,5,2025-01-31,AA,19805,OH,20397,5121,11057,1105703,31057,CLT,"Charlotte, NC",10397,1039707,30397,ATL,"Atlanta, GA",1617,1630.0,13.0,13.0,0.0,0.0,1600-1659,27.0,1657.0,1751.0,5.0,1742,1756.0,14.0,14.0,0.0,0.0,1700-1759,0.0,,0.0,,,,,
154421,2025,1,2,4,2025-01-02,AA,19805,OH,20397,5176,11057,1105703,31057,CLT,"Charlotte, NC",10397,1039707,30397,ATL,"Atlanta, GA",715,709.0,-6.0,0.0,0.0,-1.0,0700-0759,37.0,746.0,832.0,8.0,838,840.0,2.0,2.0,0.0,0.0,0800-0859,0.0,,0.0,,,,,
154422,2025,1,3,5,2025-01-03,AA,19805,OH,20397,5176,11057,1105703,31057,CLT,"Charlotte, NC",10397,1039707,30397,ATL,"Atlanta, GA",715,709.0,-6.0,0.0,0.0,-1.0,0700-0759,23.0,732.0,820.0,9.0,838,829.0,-9.0,0.0,0.0,-1.0,0800-0859,0.0,,0.0,,,,,
154423,2025,1,5,7,2025-01-05,AA,19805,OH,20397,5176,11057,1105703,31057,CLT,"Charlotte, NC",10397,1039707,30397,ATL,"Atlanta, GA",715,710.0,-5.0,0.0,0.0,-1.0,0700-0759,17.0,727.0,814.0,6.0,838,820.0,-18.0,0.0,0.0,-2.0,0800-0859,0.0,,0.0,,,,,
154424,2025,1,6,1,2025-01-06,AA,19805,OH,20397,5176,11057,1105703,31057,CLT,"Charlotte, NC",10397,1039707,30397,ATL,"Atlanta, GA",715,713.0,-2.0,0.0,0.0,-1.0,0700-0759,47.0,800.0,851.0,5.0,838,856.0,18.0,18.0,1.0,1.0,0800-0859,0.0,,0.0,0.0,0.0,18.0,0.0,0.0
154425,2025,1,9,4,2025-01-09,AA,19805,OH,20397,5176,11057,1105703,31057,CLT,"Charlotte, NC",10397,1039707,30397,ATL,"Atlanta, GA",716,712.0,-4.0,0.0,0.0,-1.0,0700-0759,20.0,732.0,816.0,7.0,844,823.0,-21.0,0.0,0.0,-2.0,0800-0859,0.0,,0.0,,,,,
154426,2025,1,12,7,2025-01-12,AA,19805,OH,20397,5176,11057,1105703,31057,CLT,"Charlotte, NC",10397,1039707,30397,ATL,"Atlanta, GA",716,742.0,26.0,26.0,1.0,1.0,0700-0759,54.0,836.0,917.0,7.0,844,924.0,40.0,40.0,1.0,2.0,0800-0859,0.0,,0.0,26.0,0.0,14.0,0.0,0.0
154427,2025,1,16,4,2025-01-16,AA,19805,OH,20397,5176,11057,1105703,31057,CLT,"Charlotte, NC",10397,1039707,30397,ATL,"Atlanta, GA",716,709.0,-7.0,0.0,0.0,-1.0,0700-0759,36.0,745.0,832.0,7.0,844,839.0,-5.0,0.0,0.0,-1.0,0800-0859,0.0,,0.0,,,,,
154428,2025,1,23,4,2025-01-23,AA,19805,OH,20397,5176,11057,1105703,31057,CLT,"Charlotte, NC",10397,1039707,30397,ATL,"Atlanta, GA",716,711.0,-5.0,0.0,0.0,-1.0,0700-0759,34.0,745.0,834.0,6.0,844,840.0,-4.0,0.0,0.0,-1.0,0800-0859,0.0,,0.0,,,,,
154429,2025,1,26,7,2025-01-26,AA,19805,OH,20397,5176,11057,1105703,31057,CLT,"Charlotte, NC",10397,1039707,30397,ATL,"Atlanta, GA",716,800.0,44.0,44.0,1.0,2.0,0700-0759,32.0,832.0,920.0,5.0,844,925.0,41.0,41.0,1.0,2.0,0800-0859,0.0,,0.0,41.0,0.0,0.0,0.0,0.0
154430,2025,1,30,4,2025-01-30,AA,19805,OH,20397,5176,11057,1105703,31057,CLT,"Charlotte, NC",10397,1039707,30397,ATL,"Atlanta, GA",716,713.0,-3.0,0.0,0.0,-1.0,0700-0759,29.0,742.0,828.0,13.0,844,841.0,-3.0,0.0,0.0,-1.0,0800-0859,0.0,,0.0,,,,,
156228,2025,1,7,2,2025-01-07,AA,19805,OH,20397,5226,11057,1105703,31057,CLT,"Charlotte, NC",10397,1039707,30397,ATL,"Atlanta, GA",1819,1828.0,9.0,9.0,0.0,0.0,1800-1859,20.0,1848.0,1933.0,9.0,1948,1942.0,-6.0,0.0,0.0,-1.0,1900-1959,0.0,,0.0,,,,,
156229,2025,1,8,3,2025-01-08,AA,19805,OH,20397,5226,11057,1105703,31057,CLT,"Charlotte, NC",10397,1039707,30397,ATL,"Atlanta, GA",1819,1814.0,-5.0,0.0,0.0,-1.0,1800-1859,29.0,1843.0,1934.0,10.0,1948,1944.0,-4.0,0.0,0.0,-1.0,1900-1959,0.0,,0.0,,,,,
156230,2025,1,9,4,2025-01-09,AA,19805,OH,20397,5226,11057,1105703,31057,CLT,"Charlotte, NC",10397,1039707,30397,ATL,"Atlanta, GA",1819,1815.0,-4.0,0.0,0.0,-1.0,1800-1859,36.0,1851.0,1935.0,38.0,1948,2013.0,25.0,25.0,1.0,1.0,1900-1959,0.0,,0.0,0.0,0.0,25.0,0.0,0.0
156231,2025,1,10,5,2025-01-10,AA,19805,OH,20397,5226,11057,1105703,31057,CLT,"Charlotte, NC",10397,1039707,30397,ATL,"Atlanta, GA",1819,,,,,,1800-1859,,,,,1948,,,,,,1900-1959,1.0,B,0.0,,,,,
156232,2025,1,11,6,2025-01-11,AA,19805,OH,20397,5226,11057,1105703,31057,CLT,"Charlotte, NC",10397,1039707,30397,ATL,"Atlanta, GA",1819,1841.0,22.0,22.0,1.0,1.0,1800-1859,24.0,1905.0,1948.0,6.0,1948,1954.0,6.0,6.0,0.0,0.0,1900-1959,0.0,,0.0,,,,,
156233,2025,1,12,7,2025-01-12,AA,19805,OH,20397,5226,11057,1105703,31057,CLT,"Charlotte, NC",10397,1039707,30397,ATL,"Atlanta, GA",1819,1850.0,31.0,31.0,1.0,2.0,1800-1859,28.0,1918.0,2002.0,4.0,1948,2006.0,18.0,18.0,1.0,1.0,1900-1959,0.0,,0.0,18.0,0.0,0.0,0.0,0.0
156234,2025,1,13,1,2025-01-13,AA,19805,OH,20397,5226,11057,1105703,31057,CLT,"Charlotte, NC",10397,1039707,30397,ATL,"Atlanta, GA",1819,1943.0,84.0,84.0,1.0,5.0,1800-1859,18.0,2001.0,2048.0,6.0,1948,2054.0,66.0,66.0,1.0,4.0,1900-1959,0.0,,0.0,0.0,0.0,0.0,0.0,66.0
156235,2025,1,14,2,2025-01-14,AA,19805,OH,20397,5226,11057,1105703,31057,CLT,"Charlotte, NC",10397,1039707,30397,ATL,"Atlanta, GA",1819,1858.0,39.0,39.0,1.0,2.0,1800-1859,19.0,1917.0,2004.0,8.0,1948,2012.0,24.0,24.0,1.0,1.0,1900-1959,0.0,,0.0,24.0,0.0,0.0,0.0,0.0
156236,2025,1,15,3,2025-01-15,AA,19805,OH,20397,5226,11057,1105703,31057,CLT,"Charlotte, NC",10397,1039707,30397,ATL,"Atlanta, GA",1819,1813.0,-6.0,0.0,0.0,-1.0,1800-1859,38.0,1851.0,1938.0,9.0,1948,1947.0,-1.0,0.0,0.0,-1.0,1900-1959,0.0,,0.0,,,,,
156237,2025,1,16,4,2025-01-16,AA,19805,OH,20397,5226,11057,1105703,31057,CLT,"Charlotte, NC",10397,1039707,30397,ATL,"Atlanta, GA",1819,1812.0,-7.0,0.0,0.0,-1.0,1800-1859,30.0,1842.0,1929.0,4.0,1948,1933.0,-15.0,0.0,0.0,-1.0,1900-1959,0.0,,0.0,,,,,
156238,2025,1,17,5,2025-01-17,AA,19805,OH,20397,5226,11057,1105703,31057,CLT,"Charlotte, NC",10397,1039707,30397,ATL,"Atlanta, GA",1819,1813.0,-6.0,0.0,0.0,-1.0,1800-1859,28.0,1841.0,1925.0,9.0,1948,1934.0,-14.0,0.0,0.0,-1.0,1900-1959,0.0,,0.0,,,,,
156239,2025,1,18,6,2025-01-18,AA,19805,OH,20397,5226,11057,1105703,31057,CLT,"Charlotte, NC",10397,1039707,30397,ATL,"Atlanta, GA",1819,1811.0,-8.0,0.0,0.0,-1.0,1800-1859,40.0,1851.0,1941.0,5.0,1948,1946.0,-2.0,0.0,0.0,-1.0,1900-1959,0.0,,0.0,,,,,
156240,2025,1,19,7,2025-01-19,AA,19805,OH,20397,5226,11057,1105703,31057,CLT,"Charlotte, NC",10397,1039707,30397,ATL,"Atlanta, GA",1819,1948.0,89.0,89.0,1.0,5.0,1800-1859,20.0,2008.0,2104.0,7.0,1948,2111.0,83.0,83.0,1.0,5.0,1900-1959,0.0,,0.0,83.0,0.0,0.0,0.0,0.0
156241,2025,1,20,1,2025-01-20,AA,19805,OH,20397,5226,11057,1105703,31057,CLT,"Charlotte, NC",10397,1039707,30397,ATL,"Atlanta, GA",1819,1813.0,-6.0,0.0,0.0,-1.0,1800-1859,30.0,1843.0,1935.0,5.0,1948,1940.0,-8.0,0.0,0.0,-1.0,1900-1959,0.0,,0.0,,,,,
156242,2025,1,21,2,2025-01-21,AA,19805,OH,20397,5226,11057,1105703,31057,CLT,"Charlotte, NC",10397,1039707,30397,ATL,"Atlanta, GA",1819,1945.0,86.0,86.0,1.0,5.0,1800-1859,117.0,2142.0,2230.0,7.0,1948,2237.0,169.0,169.0,1.0,11.0,1900-1959,0.0,,0.0,0.0,0.0,169.0,0.0,0.0
156243,2025,1,22,3,2025-01-22,AA,19805,OH,20397,5226,11057,1105703,31057,CLT,"Charlotte, NC",10397,1039707,30397,ATL,"Atlanta, GA",1819,1814.0,-5.0,0.0,0.0,-1.0,1800-1859,27.0,1841.0,1929.0,9.0,1948,1938.0,-10.0,0.0,0.0,-1.0,1900-1959,0.0,,0.0,,,,,
156244,2025,1,23,4,2025-01-23,AA,19805,OH,20397,5226,11057,1105703,31057,CLT,"Charlotte, NC",10397,1039707,30397,ATL,"Atlanta, GA",1819,1819.0,0.0,0.0,0.0,0.0,1800-1859,34.0,1853.0,1942.0,9.0,1948,1951.0,3.0,3.0,0.0,0.0,1900-1959,0.0,,0.0,,,,,
156245,2025,1,24,5,2025-01-24,AA,19805,OH,20397,5226,11057,1105703,31057,CLT,"Charlotte, NC",10397,1039707,30397,ATL,"Atlanta, GA",1819,1813.0,-6.0,0.0,0.0,-1.0,1800-1859,28.0,1841.0,1925.0,6.0,1948,1931.0,-17.0,0.0,0.0,-2.0,1900-1959,0.0,,0.0,,,,,
156246,2025,1,25,6,2025-01-25,AA,19805,OH,20397,5226,11057,1105703,31057,CLT,"Charlotte, NC",10397,1039707,30397,ATL,"Atlanta, GA",1819,1814.0,-5.0,0.0,0.0,-1.0,1800-1859,39.0,1853.0,1939.0,6.0,1948,1945.0,-3.0,0.0,0.0,-1.0,1900-1959,0.0,,0.0,,,,,
156247,2025,1,26,7,2025-01-26,AA,19805,OH,20397,5226,11057,1105703,31057,CLT,"Charlotte, NC",10397,1039707,30397,ATL,"Atlanta, GA",1819,1829.0,10.0,10.0,0.0,0.0,1800-1859,26.0,1855.0,1943.0,11.0,1948,1954.0,6.0,6.0,0.0,0.0,1900-1959,0.0,,0.0,,,,,
156248,2025,1,27,1,2025-01-27,AA,19805,OH,20397,5226,11057,1105703,31057,CLT,"Charlotte, NC",10397,1039707,30397,ATL,"Atlanta, GA",1819,1848.0,29.0,29.0,1.0,1.0,1800-1859,40.0,1928.0,2015.0,9.0,1948,2024.0,36.0,36.0,1.0,2.0,1900-1959,0.0,,0.0,8.0,0.0,7.0,0.0,21.0
156249,2025,1,28,2,2025-01-28,AA,19805,OH,20397,5226,11057,1105703,31057,CLT,"Charlotte, NC",10397,1039707,30397,ATL,"Atlanta, GA",1819,1813.0,-6.0,0.0,0.0,-1.0,1800-1859,31.0,1844.0,1926.0,9.0,1948,1935.0,-13.0,0.0,0.0,-1.0,1900-1959,0.0,,0.0,,,,,
156250,2025,1,29,3,2025-01-29,AA,19805,OH,20397,5226,11057,1105703,31057,CLT,"Charlotte, NC",10397,1039707,30397,ATL,"Atlanta, GA",1819,1812.0,-7.0,0.0,0.0,-1.0,1800-1859,27.0,1839.0,1926.0,6.0,1948,1932.0,-16.0,0.0,0.0,-2.0,1900-1959,0.0,,0.0,,,,,
156251,2025,1,30,4,2025-01-30,AA,19805,OH,20397,5226,11057,1105703,31057,CLT,"Charlotte, NC",10397,1039707,30397,ATL,"Atlanta, GA",1819,,,,,,1800-1859,,,,,1948,,,,,,1900-1959,1.0,A,0.0,,,,,
156252,2025,1,31,5,2025-01-31,AA,19805,OH,20397,5226,11057,1105703,31057,CLT,"Charlotte, NC",10397,1039707,30397,ATL,"Atlanta, GA",1819,1820.0,1.0,1.0,0.0,0.0,1800-1859,28.0,1848.0,1938.0,8.0,1948,1946.0,-2.0,0.0,0.0,-1.0,1900-1959,0.0,,0.0,,,,,
168294,2025,1,2,4,2025-01-02,AA,19805,OH,20397,5588,11057,1105703,31057,CLT,"Charlotte, NC",10397,1039707,30397,ATL,"Atlanta, GA",2254,2249.0,-5.0,0.0,0.0,-1.0,2200-2259,28.0,2317.0,1.0,6.0,26,7.0,-19.0,0.0,0.0,-2.0,0001-0559,0.0,,0.0,,,,,
168295,2025,1,4,6,2025-01-04,AA,19805,OH,20397,5588,11057,1105703,31057,CLT,"Charlotte, NC",10397,1039707,30397,ATL,"Atlanta, GA",2254,2253.0,-1.0,0.0,0.0,-1.0,2200-2259,20.0,2313.0,2357.0,9.0,26,6.0,-20.0,0.0,0.0,-2.0,0001-0559,0.0,,0.0,,,,,
168296,2025,1,5,7,2025-01-05,AA,19805,OH,20397,5588,11057,1105703,31057,CLT,"Charlotte, NC",10397,1039707,30397,ATL,"Atlanta, GA",2254,2249.0,-5.0,0.0,0.0,-1.0,2200-2259,30.0,2319.0,6.0,8.0,26,14.0,-12.0,0.0,0.0,-1.0,0001-0559,0.0,,0.0,,,,,
235652,2025,1,28,2,2025-01-28,UA,19977,UA,19977,1377,11057,1105703,31057,CLT,"Charlotte, NC",11292,1129202,30325,DEN,"Denver, CO",1610,1604.0,-6.0,0.0,0.0,-1.0,1600-1659,10.0,1614.0,1731.0,10.0,1806,1741.0,-25.0,0.0,0.0,-2.0,1800-1859,0.0,,0.0,,,,,
235768,2025,1,28,2,2025-01-28,UA,19977,UA,19977,1256,11057,1105703,31057,CLT,"Charlotte, NC",11292,1129202,30325,DEN,"Denver, CO",808,759.0,-9.0,0.0,0.0,-1.0,0800-0859,11.0,810.0,923.0,5.0,1006,928.0,-38.0,0.0,0.0,-2.0,1000-1059,0.0,,0.0,,,,,
236476,2025,1,27,1,2025-01-27,UA,19977,UA,19977,2672,11057,1105703,31057,CLT,"Charlotte, NC",13930,1393008,30977,ORD,"Chicago, IL",630,620.0,-10.0,0.0,0.0,-1.0,0600-0659,15.0,635.0,708.0,25.0,745,733.0,-12.0,0.0,0.0,-1.0,0700-0759,0.0,,0.0,,,,,
237607,2025,1,27,1,2025-01-27,UA,19977,UA,19977,1377,11057,1105703,31057,CLT,"Charlotte, NC",11292,1129202,30325,DEN,"Denver, CO",1610,1603.0,-7.0,0.0,0.0,-1.0,1600-1659,13.0,1616.0,1737.0,26.0,1806,1803.0,-3.0,0.0,0.0,-1.0,1800-1859,0.0,,0.0,,,,,
237733,2025,1,27,1,2025-01-27,UA,19977,UA,19977,1256,11057,1105703,31057,CLT,"Charlotte, NC",11292,1129202,30325,DEN,"Denver, CO",808,759.0,-9.0,0.0,0.0,-1.0,0800-0859,18.0,817.0,943.0,20.0,1006,1003.0,-3.0,0.0,0.0,-1.0,1000-1059,0.0,,0.0,,,,,
238512,2025,1,26,7,2025-01-26,UA,19977,UA,19977,2672,11057,1105703,31057,CLT,"Charlotte, NC",13930,1393008,30977,ORD,"Chicago, IL",625,645.0,20.0,20.0,1.0,1.0,0600-0659,17.0,702.0,738.0,6.0,740,744.0,4.0,4.0,0.0,0.0,0700-0759,0.0,,0.0,,,,,
239639,2025,1,26,7,2025-01-26,UA,19977,UA,19977,1377,11057,1105703,31057,CLT,"Charlotte, NC",11292,1129202,30325,DEN,"Denver, CO",1610,1602.0,-8.0,0.0,0.0,-1.0,1600-1659,16.0,1618.0,1745.0,5.0,1806,1750.0,-16.0,0.0,0.0,-2.0,1800-1859,0.0,,0.0,,,,,
239766,2025,1,26,7,2025-01-26,UA,19977,UA,19977,1256,11057,1105703,31057,CLT,"Charlotte, NC",11292,1129202,30325,DEN,"Denver, CO",808,800.0,-8.0,0.0,0.0,-1.0,0800-0859,19.0,819.0,954.0,11.0,1006,1005.0,-1.0,0.0,0.0,-1.0,1000-1059,0.0,,0.0,,,,,
240537,2025,1,25,6,2025-01-25,UA,19977,UA,19977,2672,11057,1105703,31057,CLT,"Charlotte, NC",13930,1393008,30977,ORD,"Chicago, IL",625,626.0,1.0,1.0,0.0,0.0,0600-0659,17.0,643.0,721.0,13.0,740,734.0,-6.0,0.0,0.0,-1.0,0700-0759,0.0,,0.0,,,,,
241538,2025,1,25,6,2025-01-25,UA,19977,UA,19977,1377,11057,1105703,31057,CLT,"Charlotte, NC",11292,1129202,30325,DEN,"Denver, CO",1610,1612.0,2.0,2.0,0.0,0.0,1600-1659,17.0,1629.0,1755.0,16.0,1806,1811.0,5.0,5.0,0.0,0.0,1800-1859,0.0,,0.0,,,,,
241650,2025,1,25,6,2025-01-25,UA,19977,UA,19977,1256,11057,1105703,31057,CLT,"Charlotte, NC",11292,1129202,30325,DEN,"Denver, CO",808,804.0,-4.0,0.0,0.0,-1.0,0800-0859,35.0,839.0,1017.0,10.0,1006,1027.0,21.0,21.0,1.0,1.0,1000-1059,0.0,,0.0,0.0,0.0,21.0,0.0,0.0
