,Year,Month,DayofMonth,DayOfWeek,FlightDate,Marketing_Airline_Network,DOT_ID_Marketing_Airline,Operating_Airline ,DOT_ID_Operating_Airline,Flight_Number_Operating_Airline,OriginAirportID,OriginAirportSeqID,OriginCityMarketID,Origin,OriginCityName,DestAirportID,DestAirportSeqID,DestCityMarketID,Dest,DestCityName,CRSDepTime,DepTime,DepDelay,DepDelayMinutes,DepDel15,DepartureDelayGroups,DepTimeBlk,TaxiOut,WheelsOff,WheelsOn,TaxiIn,CRSArrTime,ArrTime,ArrDelay,ArrDelayMinutes,ArrDel15,ArrivalDelayGroups,ArrTimeBlk,Cancelled,CancellationCode,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay
365269,2025,1,26,7,2025-01-26,AA,19805,AA,19805,1576,11057,1105703,31057,CLT,"Charlotte, NC",12892,1289208,32575,LAX,"Los Angeles, CA",1654,36.0,462.0,462.0,1.0,12.0,1600-1659,12.0,48.0,304.0,6.0,1922,310.0,468.0,468.0,1.0,12.0,1900-1959,0.0,,0.0,368.0,0.0,6.0,0.0,94.0
365270,2025,1,27,1,2025-01-27,AA,19805,AA,19805,1576,11057,1105703,31057,CLT,"Charlotte, NC",12892,1289208,32575,LAX,"Los Angeles, CA",1654,1658.0,4.0,4.0,0.0,0.0,1600-1659,67.0,1805.0,1956.0,7.0,1922,2003.0,41.0,41.0,1.0,2.0,1900-1959,0.0,,0.0,4.0,0.0,37.0,0.0,0.0
365271,2025,1,30,4,2025-01-30,AA,19805,AA,19805,1576,11057,1105703,31057,CLT,"Charlotte, NC",12892,1289208,32575,LAX,"Los Angeles, CA",1654,1654.0,0.0,0.0,0.0,0.0,1600-1659,26.0,1720.0,1859.0,5.0,1922,1904.0,-18.0,0.0,0.0,-2.0,1900-1959,0.0,,0.0,,,,,
365272,2025,1,31,5,2025-01-31,AA,19805,AA,19805,1576,11057,1105703,31057,CLT,"Charlotte, NC",12892,1289208,32575,LAX,"Los Angeles, CA",1654,1743.0,49.0,49.0,1.0,3.0,1600-1659,11.0,1754.0,1932.0,6.0,1922,1938.0,16.0,16.0,1.0,1.0,1900-1959,0.0,,0.0,16.0,0.0,0.0,0.0,0.0
366755,2025,1,26,7,2025-01-26,AA,19805,AA,19805,2488,11057,1105703,31057,CLT,"Charlotte, NC",13930,1393008,30977,ORD,"Chicago, IL",1814,1812.0,-2.0,0.0,0.0,-1.0,1800-1859,14.0,1826.0,1904.0,10.0,1926,1914.0,-12.0,0.0,0.0,-1.0,1900-1959,0.0,,0.0,,,,,
366756,2025,1,27,1,2025-01-27,AA,19805,AA,19805,2488,11057,1105703,31057,CLT,"Charlotte, NC",13930,1393008,30977,ORD,"Chicago, IL",1814,1822.0,8.0,8.0,0.0,0.0,1800-1859,17.0,1839.0,1915.0,10.0,1926,1925.0,-1.0,0.0,0.0,-1.0,1900-1959,0.0,,0.0,,,,,
366757,2025,1,28,2,2025-01-28,AA,19805,AA,19805,2488,11057,1105703,31057,CLT,"Charlotte, NC",13930,1393008,30977,ORD,"Chicago, IL",1814,1804.0,-10.0,0.0,0.0,-1.0,1800-1859,14.0,1818.0,1859.0,9.0,1926,1908.0,-18.0,0.0,0.0,-2.0,1900-1959,0.0,,0.0,,,,,
366758,2025,1,29,3,2025-01-29,AA,19805,AA,19805,2488,11057,1105703,31057,CLT,"Charlotte, NC",13930,1393008,30977,ORD,"Chicago, IL",1814,1812.0,-2.0,0.0,0.0,-1.0,1800-1859,24.0,1836.0,1922.0,11.0,1926,1933.0,7.0,7.0,0.0,0.0,1900-1959,0.0,,0.0,,,,,
366759,2025,1,30,4,2025-01-30,AA,19805,AA,19805,2488,11057,1105703,31057,CLT,"Charlotte, NC",13930,1393008,30977,ORD,"Chicago, IL",1814,1826.0,12.0,12.0,0.0,0.0,1800-1859,14.0,1840.0,1917.0,13.0,1926,1930.0,4.0,4.0,0.0,0.0,1900-1959,0.0,,0.0,,,,,
366760,2025,1,31,5,2025-01-31,AA,19805,AA,19805,2488,11057,1105703,31057,CLT,"Charlotte, NC",13930,1393008,30977,ORD,"Chicago, IL",1814,1905.0,51.0,51.0,1.0,3.0,1800-1859,14.0,1919.0,1957.0,6.0,1926,2003.0,37.0,37.0,1.0,2.0,1900-1959,0.0,,0.0,36.0,0.0,0.0,0.0,1.0
367064,2025,1,1,3,2025-01-01,AA,19805,AA,19805,2501,11057,1105703,31057,CLT,"Charlotte, NC",13930,1393008,30977,ORD,"Chicago, IL",942,934.0,-8.0,0.0,0.0,-1.0,0900-0959,20.0,954.0,1032.0,27.0,1103,1059.0,-4.0,0.0,0.0,-1.0,1100-1159,0.0,,0.0,,,,,
368744,2025,1,2,4,2025-01-02,AA,19805,AA,19805,2569,11057,1105703,31057,CLT,"Charlotte, NC",13930,1393008,30977,ORD,"Chicago, IL",1638,1816.0,98.0,98.0,1.0,6.0,1600-1659,19.0,1835.0,1911.0,29.0,1743,1940.0,117.0,117.0,1.0,7.0,1700-1759,0.0,,0.0,0.0,0.0,19.0,0.0,98.0
368745,2025,1,3,5,2025-01-03,AA,19805,AA,19805,2569,11057,1105703,31057,CLT,"Charlotte, NC",13930,1393008,30977,ORD,"Chicago, IL",1638,1711.0,33.0,33.0,1.0,2.0,1600-1659,16.0,1727.0,1807.0,12.0,1743,1819.0,36.0,36.0,1.0,2.0,1700-1759,0.0,,0.0,24.0,0.0,3.0,0.0,9.0
368746,2025,1,4,6,2025-01-04,AA,19805,AA,19805,2569,11057,1105703,31057,CLT,"Charlotte, NC",13930,1393008,30977,ORD,"Chicago, IL",1638,1646.0,8.0,8.0,0.0,0.0,1600-1659,20.0,1706.0,1743.0,14.0,1743,1757.0,14.0,14.0,0.0,0.0,1700-1759,0.0,,0.0,,,,,
368747,2025,1,5,7,2025-01-05,AA,19805,AA,19805,2569,11057,1105703,31057,CLT,"Charlotte, NC",13930,1393008,30977,ORD,"Chicago, IL",1638,1641.0,3.0,3.0,0.0,0.0,1600-1659,20.0,1701.0,1739.0,10.0,1743,1749.0,6.0,6.0,0.0,0.0,1700-1759,0.0,,0.0,,,,,
368748,2025,1,6,1,2025-01-06,AA,19805,AA,19805,2569,11057,1105703,31057,CLT,"Charlotte, NC",13930,1393008,30977,ORD,"Chicago, IL",1638,1718.0,40.0,40.0,1.0,2.0,1600-1659,17.0,1735.0,1804.0,16.0,1743,1820.0,37.0,37.0,1.0,2.0,1700-1759,0.0,,0.0,15.0,0.0,0.0,0.0,22.0
368749,2025,1,7,2,2025-01-07,AA,19805,AA,19805,2569,11057,1105703,31057,CLT,"Charlotte, NC",13930,1393008,30977,ORD,"Chicago, IL",1645,1639.0,-6.0,0.0,0.0,-1.0,1600-1659,20.0,1659.0,1727.0,12.0,1756,1739.0,-17.0,0.0,0.0,-2.0,1700-1759,0.0,,0.0,,,,,
368750,2025,1,8,3,2025-01-08,AA,19805,AA,19805,2569,11057,1105703,31057,CLT,"Charlotte, NC",13930,1393008,30977,ORD,"Chicago, IL",1645,1643.0,-2.0,0.0,0.0,-1.0,1600-1659,25.0,1708.0,1743.0,13.0,1756,1756.0,0.0,0.0,0.0,0.0,1700-1759,0.0,,0.0,,,,,
368751,2025,1,9,4,2025-01-09,AA,19805,AA,19805,2569,11057,1105703,31057,CLT,"Charlotte, NC",13930,1393008,30977,ORD,"Chicago, IL",1645,1641.0,-4.0,0.0,0.0,-1.0,1600-1659,14.0,1655.0,1735.0,9.0,1756,1744.0,-12.0,0.0,0.0,-1.0,1700-1759,0.0,,0.0,,,,,
368752,2025,1,10,5,2025-01-10,AA,19805,AA,19805,2569,11057,1105703,31057,CLT,"Charlotte, NC",13930,1393008,30977,ORD,"Chicago, IL",1645,,,,,,1600-1659,,,,,1756,,,,,,1700-1759,1.0,B,0.0,,,,,
368753,2025,1,11,6,2025-01-11,AA,19805,AA,19805,2569,11057,1105703,31057,CLT,"Charlotte, NC",13930,1393008,30977,ORD,"Chicago, IL",1645,1639.0,-6.0,0.0,0.0,-1.0,1600-1659,37.0,1716.0,1751.0,14.0,1756,1805.0,9.0,9.0,0.0,0.0,1700-1759,0.0,,0.0,,,,,
368754,2025,1,12,7,2025-01-12,AA,19805,AA,19805,2569,11057,1105703,31057,CLT,"Charlotte, NC",13930,1393008,30977,ORD,"Chicago, IL",1645,1641.0,-4.0,0.0,0.0,-1.0,1600-1659,15.0,1656.0,1731.0,9.0,1756,1740.0,-16.0,0.0,0.0,-2.0,1700-1759,0.0,,0.0,,,,,
368755,2025,1,13,1,2025-01-13,AA,19805,AA,19805,2569,11057,1105703,31057,CLT,"Charlotte, NC",13930,1393008,30977,ORD,"Chicago, IL",1645,1644.0,-1.0,0.0,0.0,-1.0,1600-1659,18.0,1702.0,1737.0,11.0,1756,1748.0,-8.0,0.0,0.0,-1.0,1700-1759,0.0,,0.0,,,,,
368756,2025,1,14,2,2025-01-14,AA,19805,AA,19805,2569,11057,1105703,31057,CLT,"Charlotte, NC",13930,1393008,30977,ORD,"Chicago, IL",1645,1636.0,-9.0,0.0,0.0,-1.0,1600-1659,15.0,1651.0,1733.0,10.0,1756,1743.0,-13.0,0.0,0.0,-1.0,1700-1759,0.0,,0.0,,,,,
368757,2025,1,15,3,2025-01-15,AA,19805,AA,19805,2569,11057,1105703,31057,CLT,"Charlotte, NC",13930,1393008,30977,ORD,"Chicago, IL",1645,1722.0,37.0,37.0,1.0,2.0,1600-1659,38.0,1800.0,1843.0,18.0,1756,1901.0,65.0,65.0,1.0,4.0,1700-1759,0.0,,0.0,5.0,0.0,28.0,0.0,32.0
368758,2025,1,16,4,2025-01-16,AA,19805,AA,19805,2569,11057,1105703,31057,CLT,"Charlotte, NC",13930,1393008,30977,ORD,"Chicago, IL",1645,1643.0,-2.0,0.0,0.0,-1.0,1600-1659,28.0,1711.0,1750.0,8.0,1756,1758.0,2.0,2.0,0.0,0.0,1700-1759,0.0,,0.0,,,,,
368759,2025,1,17,5,2025-01-17,AA,19805,AA,19805,2569,11057,1105703,31057,CLT,"Charlotte, NC",13930,1393008,30977,ORD,"Chicago, IL",1645,1701.0,16.0,16.0,1.0,1.0,1600-1659,29.0,1730.0,1804.0,11.0,1756,1815.0,19.0,19.0,1.0,1.0,1700-1759,0.0,,0.0,16.0,0.0,3.0,0.0,0.0
368760,2025,1,18,6,2025-01-18,AA,19805,AA,19805,2569,11057,1105703,31057,CLT,"Charlotte, NC",13930,1393008,30977,ORD,"Chicago, IL",1645,1637.0,-8.0,0.0,0.0,-1.0,1600-1659,16.0,1653.0,1723.0,11.0,1756,1734.0,-22.0,0.0,0.0,-2.0,1700-1759,0.0,,0.0,,,,,
368761,2025,1,19,7,2025-01-19,AA,19805,AA,19805,2569,11057,1105703,31057,CLT,"Charlotte, NC",13930,1393008,30977,ORD,"Chicago, IL",1645,1653.0,8.0,8.0,0.0,0.0,1600-1659,25.0,1718.0,1751.0,8.0,1756,1759.0,3.0,3.0,0.0,0.0,1700-1759,0.0,,0.0,,,,,
368762,2025,1,20,1,2025-01-20,AA,19805,AA,19805,2569,11057,1105703,31057,CLT,"Charlotte, NC",13930,1393008,30977,ORD,"Chicago, IL",1645,1653.0,8.0,8.0,0.0,0.0,1600-1659,12.0,1705.0,1741.0,11.0,1756,1752.0,-4.0,0.0,0.0,-1.0,1700-1759,0.0,,0.0,,,,,
368763,2025,1,21,2,2025-01-21,AA,19805,AA,19805,2569,11057,1105703,31057,CLT,"Charlotte, NC",13930,1393008,30977,ORD,"Chicago, IL",1645,1636.0,-9.0,0.0,0.0,-1.0,1600-1659,16.0,1652.0,1723.0,10.0,1756,1733.0,-23.0,0.0,0.0,-2.0,1700-1759,0.0,,0.0,,,,,
368764,2025,1,22,3,2025-01-22,AA,19805,AA,19805,2569,11057,1105703,31057,CLT,"Charlotte, NC",13930,1393008,30977,ORD,"Chicago, IL",1645,1645.0,0.0,0.0,0.0,0.0,1600-1659,18.0,1703.0,1735.0,25.0,1756,1800.0,4.0,4.0,0.0,0.0,1700-1759,0.0,,0.0,,,,,
368765,2025,1,23,4,2025-01-23,AA,19805,AA,19805,2569,11057,1105703,31057,CLT,"Charlotte, NC",13930,1393008,30977,ORD,"Chicago, IL",1645,1706.0,21.0,21.0,1.0,1.0,1600-1659,17.0,1723.0,1802.0,9.0,1756,1811.0,15.0,15.0,1.0,1.0,1700-1759,0.0,,0.0,0.0,0.0,0.0,0.0,15.0
368766,2025,1,24,5,2025-01-24,AA,19805,AA,19805,2569,11057,1105703,31057,CLT,"Charlotte, NC",13930,1393008,30977,ORD,"Chicago, IL",1645,1828.0,103.0,103.0,1.0,6.0,1600-1659,16.0,1844.0,1922.0,11.0,1756,1933.0,97.0,97.0,1.0,6.0,1700-1759,0.0,,0.0,27.0,0.0,0.0,0.0,70.0
368767,2025,1,25,6,2025-01-25,AA,19805,AA,19805,2569,11057,1105703,31057,CLT,"Charlotte, NC",13930,1393008,30977,ORD,"Chicago, IL",1645,1635.0,-10.0,0.0,0.0,-1.0,1600-1659,26.0,1701.0,1744.0,15.0,1756,1759.0,3.0,3.0,0.0,0.0,1700-1759,0.0,,0.0,,,,,
368768,2025,1,26,7,2025-01-26,AA,19805,AA,19805,2569,11057,1105703,31057,CLT,"Charlotte, NC",13930,1393008,30977,ORD,"Chicago, IL",1645,1636.0,-9.0,0.0,0.0,-1.0,1600-1659,20.0,1656.0,1737.0,11.0,1756,1748.0,-8.0,0.0,0.0,-1.0,1700-1759,0.0,,0.0,,,,,
368769,2025,1,27,1,2025-01-27,AA,19805,AA,19805,2569,11057,1105703,31057,CLT,"Charlotte, NC",13930,1393008,30977,ORD,"Chicago, IL",1645,1642.0,-3.0,0.0,0.0,-1.0,1600-1659,59.0,1741.0,1825.0,11.0,1756,1836.0,40.0,40.0,1.0,2.0,1700-1759,0.0,,0.0,0.0,0.0,40.0,0.0,0.0
368770,2025,1,28,2,2025-01-28,AA,19805,AA,19805,2569,11057,1105703,31057,CLT,"Charlotte, NC",13930,1393008,30977,ORD,"Chicago, IL",1645,1640.0,-5.0,0.0,0.0,-1.0,1600-1659,26.0,1706.0,1740.0,9.0,1756,1749.0,-7.0,0.0,0.0,-1.0,1700-1759,0.0,,0.0,,,,,
368771,2025,1,29,3,2025-01-29,AA,19805,AA,19805,2569,11057,1105703,31057,CLT,"Charlotte, NC",13930,1393008,30977,ORD,"Chicago, IL",1645,1638.0,-7.0,0.0,0.0,-1.0,1600-1659,13.0,1651.0,1726.0,9.0,1756,1735.0,-21.0,0.0,0.0,-2.0,1700-1759,0.0,,0.0,,,,,
368772,2025,1,30,4,2025-01-30,AA,19805,AA,19805,2569,11057,1105703,31057,CLT,"Charlotte, NC",13930,1393008,30977,ORD,"Chicago, IL",1645,1646.0,1.0,1.0,0.0,0.0,1600-1659,12.0,1658.0,1729.0,12.0,1756,1741.0,-15.0,0.0,0.0,-1.0,1700-1759,0.0,,0.0,,,,,
368773,2025,1,31,5,2025-01-31,AA,19805,AA,19805,2569,11057,1105703,31057,CLT,"Charlotte, NC",13930,1393008,30977,ORD,"Chicago, IL",1645,1642.0,-3.0,0.0,0.0,-1.0,1600-1659,23.0,1705.0,1738.0,20.0,1756,1758.0,2.0,2.0,0.0,0.0,1700-1759,0.0,,0.0,,,,,
369392,2025,1,1,3,2025-01-01,AA,19805,AA,19805,2602,11057,1105703,31057,CLT,"Charlotte, NC",11298,1129806,30194,DFW,"Dallas/Fort Worth, TX",1930,1943.0,13.0,13.0,0.0,0.0,1900-1959,11.0,1954.0,2123.0,14.0,2132,2137.0,5.0,5.0,0.0,0.0,2100-2159,0.0,,0.0,,,,,
369393,2025,1,2,4,2025-01-02,AA,19805,AA,19805,2602,11057,1105703,31057,CLT,"Charlotte, NC",11298,1129806,30194,DFW,"Dallas/Fort Worth, TX",1930,1928.0,-2.0,0.0,0.0,-1.0,1900-1959,29.0,1957.0,2132.0,13.0,2132,2145.0,13.0,13.0,0.0,0.0,2100-2159,0.0,,0.0,,,,,
369394,2025,1,3,5,2025-01-03,AA,19805,AA,19805,2602,11057,1105703,31057,CLT,"Charlotte, NC",11298,1129806,30194,DFW,"Dallas/Fort Worth, TX",1930,1930.0,0.0,0.0,0.0,0.0,1900-1959,16.0,1946.0,2111.0,19.0,2132,2130.0,-2.0,0.0,0.0,-1.0,2100-2159,0.0,,0.0,,,,,
369395,2025,1,4,6,2025-01-04,AA,19805,AA,19805,2602,11057,1105703,31057,CLT,"Charlotte, NC",11298,1129806,30194,DFW,"Dallas/Fort Worth, TX",1930,1929.0,-1.0,0.0,0.0,-1.0,1900-1959,13.0,1942.0,2105.0,11.0,2132,2116.0,-16.0,0.0,0.0,-2.0,2100-2159,0.0,,0.0,,,,,
369396,2025,1,5,7,2025-01-05,AA,19805,AA,19805,2602,11057,1105703,31057,CLT,"Charlotte, NC",11298,1129806,30194,DFW,"Dallas/Fort Worth, TX",1930,2010.0,40.0,40.0,1.0,2.0,1900-1959,15.0,2025.0,2203.0,84.0,2132,2327.0,115.0,115.0,1.0,7.0,2100-2159,0.0,,0.0,33.0,0.0,75.0,0.0,7.0
369397,2025,1,6,1,2025-01-06,AA,19805,AA,19805,2602,11057,1105703,31057,CLT,"Charlotte, NC",11298,1129806,30194,DFW,"Dallas/Fort Worth, TX",1930,1957.0,27.0,27.0,1.0,1.0,1900-1959,16.0,2013.0,2144.0,8.0,2132,2152.0,20.0,20.0,1.0,1.0,2100-2159,0.0,,0.0,0.0,0.0,0.0,0.0,20.0
369398,2025,1,7,2,2025-01-07,AA,19805,AA,19805,2602,11057,1105703,31057,CLT,"Charlotte, NC",11298,1129806,30194,DFW,"Dallas/Fort Worth, TX",1930,1926.0,-4.0,0.0,0.0,-1.0,1900-1959,14.0,1940.0,2107.0,8.0,2131,2115.0,-16.0,0.0,0.0,-2.0,2100-2159,0.0,,0.0,,,,,
369399,2025,1,8,3,2025-01-08,AA,19805,AA,19805,2602,11057,1105703,31057,CLT,"Charlotte, NC",11298,1129806,30194,DFW,"Dallas/Fort Worth, TX",1930,,,,,,1900-1959,,,,,2131,,,,,,2100-2159,1.0,B,0.0,,,,,
369400,2025,1,9,4,2025-01-09,AA,19805,AA,19805,2602,11057,1105703,31057,CLT,"Charlotte, NC",11298,1129806,30194,DFW,"Dallas/Fort Worth, TX",1930,,,,,,1900-1959,,,,,2131,,,,,,2100-2159,1.0,B,0.0,,,,,
369401,2025,1,10,5,2025-01-10,AA,19805,AA,19805,2602,11057,1105703,31057,CLT,"Charlotte, NC",11298,1129806,30194,DFW,"Dallas/Fort Worth, TX",1930,,,,,,1900-1959,,,,,2131,,,,,,2100-2159,1.0,B,0.0,,,,,
369402,2025,1,11,6,2025-01-11,AA,19805,AA,19805,2602,11057,1105703,31057,CLT,"Charlotte, NC",11298,1129806,30194,DFW,"Dallas/Fort Worth, TX",1930,1925.0,-5.0,0.0,0.0,-1.0,1900-1959,16.0,1941.0,2106.0,21.0,2131,2127.0,-4.0,0.0,0.0,-1.0,2100-2159,0.0,,0.0,,,,,
369403,2025,1,12,7,2025-01-12,AA,19805,AA,19805,2602,11057,1105703,31057,CLT,"Charlotte, NC",11298,1129806,30194,DFW,"Dallas/Fort Worth, TX",1930,1927.0,-3.0,0.0,0.0,-1.0,1900-1959,15.0,1942.0,2120.0,19.0,2131,2139.0,8.0,8.0,0.0,0.0,2100-2159,0.0,,0.0,,,,,
369404,2025,1,13,1,2025-01-13,AA,19805,AA,19805,2602,11057,1105703,31057,CLT,"Charlotte, NC",11298,1129806,30194,DFW,"Dallas/Fort Worth, TX",1930,1925.0,-5.0,0.0,0.0,-1.0,1900-1959,19.0,1944.0,2123.0,12.0,2131,2135.0,4.0,4.0,0.0,0.0,2100-2159,0.0,,0.0,,,,,
369405,2025,1,14,2,2025-01-14,AA,19805,AA,19805,2602,11057,1105703,31057,CLT,"Charlotte, NC",11298,1129806,30194,DFW,"Dallas/Fort Worth, TX",1930,1921.0,-9.0,0.0,0.0,-1.0,1900-1959,12.0,1933.0,2102.0,18.0,2131,2120.0,-11.0,0.0,0.0,-1.0,2100-2159,0.0,,0.0,,,,,
369406,2025,1,15,3,2025-01-15,AA,19805,AA,19805,2602,11057,1105703,31057,CLT,"Charlotte, NC",11298,1129806,30194,DFW,"Dallas/Fort Worth, TX",1930,1923.0,-7.0,0.0,0.0,-1.0,1900-1959,12.0,1935.0,2111.0,8.0,2131,2119.0,-12.0,0.0,0.0,-1.0,2100-2159,0.0,,0.0,,,,,
369407,2025,1,16,4,2025-01-16,AA,19805,AA,19805,2602,11057,1105703,31057,CLT,"Charlotte, NC",11298,1129806,30194,DFW,"Dallas/Fort Worth, TX",1930,1935.0,5.0,5.0,0.0,0.0,1900-1959,10.0,1945.0,2058.0,6.0,2131,2104.0,-27.0,0.0,0.0,-2.0,2100-2159,0.0,,0.0,,,,,
369408,2025,1,17,5,2025-01-17,AA,19805,AA,19805,2602,11057,1105703,31057,CLT,"Charlotte, NC",11298,1129806,30194,DFW,"Dallas/Fort Worth, TX",1930,1925.0,-5.0,0.0,0.0,-1.0,1900-1959,12.0,1937.0,2106.0,4.0,2131,2110.0,-21.0,0.0,0.0,-2.0,2100-2159,0.0,,0.0,,,,,
369409,2025,1,18,6,2025-01-18,AA,19805,AA,19805,2602,11057,1105703,31057,CLT,"Charlotte, NC",11298,1129806,30194,DFW,"Dallas/Fort Worth, TX",1930,1925.0,-5.0,0.0,0.0,-1.0,1900-1959,27.0,1952.0,2121.0,7.0,2131,2128.0,-3.0,0.0,0.0,-1.0,2100-2159,0.0,,0.0,,,,,
369410,2025,1,19,7,2025-01-19,AA,19805,AA,19805,2602,11057,1105703,31057,CLT,"Charlotte, NC",11298,1129806,30194,DFW,"Dallas/Fort Worth, TX",1930,1928.0,-2.0,0.0,0.0,-1.0,1900-1959,14.0,1942.0,2117.0,12.0,2131,2129.0,-2.0,0.0,0.0,-1.0,2100-2159,0.0,,0.0,,,,,
369411,2025,1,20,1,2025-01-20,AA,19805,AA,19805,2602,11057,1105703,31057,CLT,"Charlotte, NC",11298,1129806,30194,DFW,"Dallas/Fort Worth, TX",1930,1927.0,-3.0,0.0,0.0,-1.0,1900-1959,15.0,1942.0,2124.0,9.0,2131,2133.0,2.0,2.0,0.0,0.0,2100-2159,0.0,,0.0,,,,,
369412,2025,1,21,2,2025-01-21,AA,19805,AA,19805,2602,11057,1105703,31057,CLT,"Charlotte, NC",11298,1129806,30194,DFW,"Dallas/Fort Worth, TX",1930,1924.0,-6.0,0.0,0.0,-1.0,1900-1959,115.0,2119.0,2244.0,6.0,2131,2250.0,79.0,79.0,1.0,5.0,2100-2159,0.0,,0.0,0.0,0.0,79.0,0.0,0.0
369413,2025,1,22,3,2025-01-22,AA,19805,AA,19805,2602,11057,1105703,31057,CLT,"Charlotte, NC",11298,1129806,30194,DFW,"Dallas/Fort Worth, TX",1930,1924.0,-6.0,0.0,0.0,-1.0,1900-1959,17.0,1941.0,2121.0,14.0,2131,2135.0,4.0,4.0,0.0,0.0,2100-2159,0.0,,0.0,,,,,
369414,2025,1,23,4,2025-01-23,AA,19805,AA,19805,2602,11057,1105703,31057,CLT,"Charlotte, NC",11298,1129806,30194,DFW,"Dallas/Fort Worth, TX",1930,1927.0,-3.0,0.0,0.0,-1.0,1900-1959,15.0,1942.0,2115.0,13.0,2131,2128.0,-3.0,0.0,0.0,-1.0,2100-2159,0.0,,0.0,,,,,
369415,2025,1,24,5,2025-01-24,AA,19805,AA,19805,2602,11057,1105703,31057,CLT,"Charlotte, NC",11298,1129806,30194,DFW,"Dallas/Fort Worth, TX",1930,1923.0,-7.0,0.0,0.0,-1.0,1900-1959,12.0,1935.0,2053.0,14.0,2131,2107.0,-24.0,0.0,0.0,-2.0,2100-2159,0.0,,0.0,,,,,
369416,2025,1,25,6,2025-01-25,AA,19805,AA,19805,2602,11057,1105703,31057,CLT,"Charlotte, NC",11298,1129806,30194,DFW,"Dallas/Fort Worth, TX",1930,1934.0,4.0,4.0,0.0,0.0,1900-1959,17.0,1951.0,2115.0,13.0,2131,2128.0,-3.0,0.0,0.0,-1.0,2100-2159,0.0,,0.0,,,,,
369417,2025,1,26,7,2025-01-26,AA,19805,AA,19805,2602,11057,1105703,31057,CLT,"Charlotte, NC",11298,1129806,30194,DFW,"Dallas/Fort Worth, TX",1930,2024.0,54.0,54.0,1.0,3.0,1900-1959,14.0,2038.0,2208.0,9.0,2131,2217.0,46.0,46.0,1.0,3.0,2100-2159,0.0,,0.0,0.0,0.0,0.0,0.0,46.0
369418,2025,1,27,1,2025-01-27,AA,19805,AA,19805,2602,11057,1105703,31057,CLT,"Charlotte, NC",11298,1129806,30194,DFW,"Dallas/Fort Worth, TX",1930,1935.0,5.0,5.0,0.0,0.0,1900-1959,12.0,1947.0,2116.0,13.0,2131,2129.0,-2.0,0.0,0.0,-1.0,2100-2159,0.0,,0.0,,,,,
369419,2025,1,28,2,2025-01-28,AA,19805,AA,19805,2602,11057,1105703,31057,CLT,"Charlotte, NC",11298,1129806,30194,DFW,"Dallas/Fort Worth, TX",1930,1925.0,-5.0,0.0,0.0,-1.0,1900-1959,12.0,1937.0,2054.0,20.0,2131,2114.0,-17.0,0.0,0.0,-2.0,2100-2159,0.0,,0.0,,,,,
369420,2025,1,29,3,2025-01-29,AA,19805,AA,19805,2602,11057,1105703,31057,CLT,"Charlotte, NC",11298,1129806,30194,DFW,"Dallas/Fort Worth, TX",1930,1922.0,-8.0,0.0,0.0,-1.0,1900-1959,18.0,1940.0,2115.0,60.0,2131,2215.0,44.0,44.0,1.0,2.0,2100-2159,0.0,,0.0,0.0,0.0,44.0,0.0,0.0
369421,2025,1,30,4,2025-01-30,AA,19805,AA,19805,2602,11057,1105703,31057,CLT,"Charlotte, NC",11298,1129806,30194,DFW,"Dallas/Fort Worth, TX",1930,1928.0,-2.0,0.0,0.0,-1.0,1900-1959,12.0,1940.0,2114.0,23.0,2131,2137.0,6.0,6.0,0.0,0.0,2100-2159,0.0,,0.0,,,,,
369422,2025,1,31,5,2025-01-31,AA,19805,AA,19805,2602,11057,1105703,31057,CLT,"Charlotte, NC",11298,1129806,30194,DFW,"Dallas/Fort Worth, TX",1930,2036.0,66.0,66.0,1.0,4.0,1900-1959,40.0,2116.0,2253.0,4.0,2131,2257.0,86.0,86.0,1.0,5.0,2100-2159,0.0,,0.0,66.0,0.0,20.0,0.0,0.0
371070,2025,1,1,3,2025-01-01,AA,19805,AA,19805,2681,11057,1105703,31057,CLT,"Charlotte, NC",11298,1129806,30194,DFW,"Dallas/Fort Worth, TX",525,518.0,-7.0,0.0,0.0,-1.0,0001-0559,10.0,528.0,704.0,13.0,725,717.0,-8.0,0.0,0.0,-1.0,0700-0759,0.0,,0.0,,,,,
371071,2025,1,2,4,2025-01-02,AA,19805,AA,19805,2681,11057,1105703,31057,CLT,"Charlotte, NC",11298,1129806,30194,DFW,"Dallas/Fort Worth, TX",525,517.0,-8.0,0.0,0.0,-1.0,0001-0559,11.0,528.0,656.0,19.0,725,715.0,-10.0,0.0,0.0,-1.0,0700-0759,0.0,,0.0,,,,,
371072,2025,1,3,5,2025-01-03,AA,19805,AA,19805,2681,11057,1105703,31057,CLT,"Charlotte, NC",11298,1129806,30194,DFW,"Dallas/Fort Worth, TX",525,519.0,-6.0,0.0,0.0,-1.0,0001-0559,11.0,530.0,658.0,16.0,725,714.0,-11.0,0.0,0.0,-1.0,0700-0759,0.0,,0.0,,,,,
371073,2025,1,4,6,2025-01-04,AA,19805,AA,19805,2681,11057,1105703,31057,CLT,"Charlotte, NC",11298,1129806,30194,DFW,"Dallas/Fort Worth, TX",525,523.0,-2.0,0.0,0.0,-1.0,0001-0559,16.0,539.0,707.0,18.0,725,725.0,0.0,0.0,0.0,0.0,0700-0759,0.0,,0.0,,,,,
